Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Onboard,Fatal.Serious.Count,Fatal.Serious.Rate,Aircraft.Damage,Make_Model,Make.Model
Accident,DCA14FA002,2013-10-23,"Homer, AK",United States,593844N,1512836W,HOM,Homer Airport,Non-Fatal,Substantial,Airplane,N575U,beech,1900c,No,2.0,Turbo Prop,121,SCHD,,ERA AVIATION INC,0.0,0.0,0.0,15.0,VMC,The first officer inadvertently selecting the landing gear handle up after touchdown during the landing rollout.  Contributing to the accident was the first officer's decision to reconfigure the airplane while still on the active runway.,25-09-2020,15.0,0.0,0.0,0,beech-1900c,beech-1900c
Accident,ERA14CA017,2013-10-23,"Burnsville, NC",United States,035527N,0822030W,2NC0,Mountain Air Airport,Non-Fatal,Substantial,Airplane,N7257W,beech,a36,No,,Reciprocating,091,,Personal,3 MANX AVIATION LLC,0.0,0.0,2.0,0.0,VMC,"The pilot's failure to achieve a proper touchdown point during landing, which resulted in a runway excursion.",25-09-2020,2.0,0.0,0.0,0,beech-a36,beech-a36
Accident,WPR14WA032,2013-10-23,"Mount Hotham, Australia",Australia,,,,,Fatal,Substantial,Airplane,VH - KKM,cessna,182 - q,No,,Reciprocating,,,,,1.0,0.0,0.0,0.0,,,03-11-2020,1.0,1.0,1.0,0,cessna-182 - q,cessna-182 - q
Accident,CEN14LA015,2013-10-23,"Galveston, TX",United States,029100N,0009561W,,,Fatal,Substantial,Airplane,N4151D,north american,p 51d,No,,Reciprocating,091,,Personal,Lone Star Flight Museum,2.0,0.0,0.0,0.0,VMC,"The pilot's loss of situational awareness while instructing the passenger, which resulted in the controlled flight of the airplane into the water.",25-09-2020,2.0,2.0,1.0,0,north american-p 51d,north american-p 51d
Accident,WPR14LA031,2013-10-24,"Big Creek, CA",United States,037111N,0119819W,,,Non-Fatal,Substantial,Airplane,N30865,piper,pa 28-180,No,1.0,Reciprocating,091,,Personal,PETERSON ARNIE D,0.0,0.0,1.0,0.0,VMC,"The loss of engine power due to the improper installation of an oil pressure sending unit by the pilot, who was not a certificated mechanic, which resulted in a forced landing in mountainous terrain.",25-09-2020,1.0,0.0,0.0,0,piper-pa 28-180,piper-pa 28-180
Accident,CEN14CA025,2013-10-24,"El Paso, TX",United States,031439N,1061410W,T27,Horizon Airport,Non-Fatal,Substantial,Airplane,N68PM,aviat,a 1b,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The pilot did not maintain directional control of the airplane while landing with a crosswind.,25-09-2020,1.0,0.0,0.0,0,aviat-a 1b,aviat-a 1b
Accident,ERA14CA028,2013-10-25,"Newnan, GA",United States,331841N,0084468W,CCO,Newnan Coweta County Airport,Non-Fatal,Substantial,Airplane,N711H,beech,95 b55 (t42a),No,,Reciprocating,091,,Instructional,Falcon Aviation Academy,0.0,0.0,0.0,4.0,VMC,"The flight instructor's inadvertent movement of the landing gear switch, which resulted in a landing gear collapse and substantial damage to the fuselage.",25-09-2020,4.0,0.0,0.0,0,beech-95 b55 (t42a),beech-95 b55 (t42a)
Accident,CEN14CA027,2013-10-25,"Raymondville, TX",United States,262853N,0974659W,XS56,Bell Airfield,Non-Fatal,Substantial,Airplane,N20587,cessna,172m,No,1.0,Reciprocating,091,,Personal,HERNANDEZ CESAR,0.0,0.0,1.0,0.0,VMC,"The operation of an airplane by a non-certificated pilot. Contributing to the accident was his failure to maintain airspeed following a total loss of engine power at low altitude, which resulted in an aerodynamic stall. Also contributing was the pilot's improper fuel management, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,1.0,0.0,0.0,0,cessna-172m,cessna-172m
Accident,CEN14LA031,2013-10-25,"Borger, TX",United States,035423N,1012337W,,,Non-Fatal,Substantial,Airplane,N398MA,cessna,t210l,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,The failure of the No. 4 connecting rod due to inadequate oil lubrication.,25-09-2020,2.0,0.0,0.0,0,cessna-t210l,cessna-t210l
Accident,WPR14CA035,2013-10-26,"Twin Falls, ID",United States,352251N,0119110W,,,Non-Fatal,Substantial,Airplane,N83417,piper,pa 18-150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,The pilot's loss of aircraft control during the rejected takeoff.,25-09-2020,2.0,0.0,0.0,0,piper-pa 18-150,piper-pa 18-150
Accident,ERA14CA032,2013-10-26,"Palm Coast, FL",United States,029283N,0811223W,XFL,Flagler County,Non-Fatal,Substantial,Airplane,N328HR,beech,v35b,No,,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,An inadvertent collision with a black vulture.,25-09-2020,3.0,0.0,0.0,0,beech-v35b,beech-v35b
Accident,ERA14LA094,2013-10-26,"Livingston, AL",United States,323520N,0881028W,,,Non-Fatal,Substantial,Airplane,N684RA,cessna,150h,No,1.0,Reciprocating,091,,Personal,Charles E. Puckett,0.0,0.0,0.0,2.0,VMC,"The pilot's inadequate soft-field technique during the precautionary landing, which resulted in a nose-over. Contributing to the accident was the pilot's inadequate preflight inspection, which resulted in departure with an open fuel port and the subsequent in-flight, overboard venting of the fuel supply.",25-09-2020,2.0,0.0,0.0,0,cessna-150h,cessna-150h
Accident,WPR14LA036,2013-10-27,"Scipio, UT",United States,039331N,0112232W,,,Non-Fatal,Substantial,Airplane,N761BP,cessna,t210m,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,5.0,VMC,A total loss of engine power during cruise flight for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.,25-09-2020,5.0,0.0,0.0,0,cessna-t210m,cessna-t210m
Accident,CEN14FA024,2013-10-27,"Boerne, TX",United States,294757N,0984345W,,,Fatal,Destroyed,Airplane,N11RC,bellanca,14-19-3a,No,1.0,Reciprocating,091,,Personal,William B. Doppelt,1.0,0.0,0.0,0.0,VMC,"A defective exhaust system that allowed carbon monoxide to enter the cabin and impair the pilot, rendering him unable to control the airplane.",25-09-2020,1.0,1.0,1.0,1,bellanca-14-19-3a,bellanca-14-19-3a
Accident,ERA14CA023,2013-10-27,"Wauchula, FL",United States,273053N,0815249W,CHN,WAUCHULA MUNI,Non-Fatal,Substantial,Airplane,N725AS,cessna,182q,No,1.0,Reciprocating,091,,Personal,725AS LEASING LLC,0.0,0.0,0.0,2.0,VMC,The pilot's improper landing flare which resulted in a hard landing.,25-09-2020,2.0,0.0,0.0,0,cessna-182q,cessna-182q
Accident,ERA14LA024,2013-10-27,"Everglades City, FL",United States,255130N,0812341W,X01,Everglades Airpark,Non-Fatal,Substantial,Airplane,N2702M,piper,pa 28r-201t,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,2.0,0.0,VMC,"The pilots failure to maintain airplane control and airspeed during a go-around, which resulted in a stall and impact with terrain. Contributing to the accident were the pilots inadvertent use of an outdated GPS navigation database, which provided an incorrect common traffic advisory frequency, and the inaccessibility of the visual flight rules sectional chart.",25-09-2020,4.0,2.0,0.5,0,piper-pa 28r-201t,piper-pa 28r-201t
Accident,CEN14LA028,2013-10-28,"Princeton, MN",United States,453336N,0933635W,PNM,PRINCETON MUNI,Fatal,Destroyed,Airplane,N4803A,piper,pa 22-150,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,The pilot's loss of airplane control during takeoff.,25-09-2020,1.0,1.0,1.0,1,piper-pa 22-150,piper-pa 22-150
Accident,ERA14FA027,2013-10-29,"Nashville, TN",United States,036627N,0864126W,BNA,NASHVILLE INTL,Fatal,Destroyed,Airplane,C-GRJH,cessna,172r,No,1.0,Reciprocating,091,,Personal,Windsor Flying Club,1.0,0.0,0.0,0.0,IMC,"The noninstrument-rated pilots continued visual flight into night instrument flight rules conditions, which resulted in a collision with the runway during an attempted approach to land. Contributing to the accident was the pilots mental state, his impairment due to alcohol, and his decision to operate the airplane from Canada to the United States without the owners permission and without proper clearances for the flight. ",25-09-2020,1.0,1.0,1.0,1,cessna-172r,cessna-172r
Accident,ERA14CA033,2013-10-29,"Manassas, VA",United States,384316N,0773054W,HEF,Manassas Regional Airport,Non-Fatal,Substantial,Airplane,N14163,stinson,sr 5a,No,1.0,Reciprocating,091,,Personal,Robert G Schnegerger,0.0,0.0,0.0,1.0,VMC,"The pilot's inadvertent application of only one brake during landing roll, resulting in a ground loop and runway excursion.",25-09-2020,1.0,0.0,0.0,0,stinson-sr 5a,stinson-sr 5a
Incident,DCA14WA021,2013-10-29,"Treviso, Italy",Italy,045393N,0121152E,,,,Unknown,Airplane,EI-EVM,boeing,737 - 800,No,2.0,,,,,,0.0,0.0,0.0,0.0,,,25-09-2020,0.0,0.0,,0,boeing-737 - 800,boeing-737 - 800
Accident,CEN14LA065,2013-10-31,"Lubbock, TX",United States,333825N,1014648W,LBB,Lubbock Preston Smith Internat,Non-Fatal,Substantial,Airplane,N917GT,aero commander,500 - b,No,2.0,Reciprocating,135,NSCH,,Central Air Southwest,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to complete a landing checklist and extend the landing gear, which resulted in a gear-up landing. Contributing to the accident was the pilot's diverted attention to the weather during approach.",25-09-2020,1.0,0.0,0.0,0,aero commander-500 - b,aero commander-500 - b
Accident,CEN14FA035,2013-11-01,"Springdale, AR",United States,361050N,0094826W,,,Fatal,Destroyed,Airplane,N269JG,beech,c90,No,2.0,Turbo Prop,091,,Personal,"J&G Aviation, LLC",2.0,0.0,0.0,0.0,VMC,A total loss of power to both engines due to fuel exhaustion. Also causal were the pilots reliance on the fuel totalizer rather than the fuel quantity gauges to determine the fuel on board and his improper fuel planning.,25-09-2020,2.0,2.0,1.0,1,beech-c90,beech-c90
Accident,CEN14FA034,2013-11-01,"Caledonia, MN",United States,433543N,0091305W,KCHU,Houston County,Fatal,Substantial,Airplane,N6068Y,piper,pa 23-250,No,2.0,Reciprocating,091,,Personal,GARLAM AVIATION CO,3.0,0.0,1.0,0.0,VMC,The pilot's loss of control for reasons that could not be determined because the postaccident airplane examination did not reveal any anomalies that would have precluded normal operation.,25-09-2020,4.0,3.0,0.75,0,piper-pa 23-250,piper-pa 23-250
Accident,CEN14CA040,2013-11-01,"Braggadocio, MO",United States,361032N,0894946W,PVT,Private,Non-Fatal,Substantial,Airplane,N94371,cessna,182q,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during landing rollout, which resulted in a runway excursion and the airplane nosing over.",25-09-2020,2.0,0.0,0.0,0,cessna-182q,cessna-182q
Accident,CEN14WA038,2013-11-02,"Coburg, Germany",Germany,501545N,0105945E,,,Fatal,Destroyed,Airplane,D-GRCP,piper,pa-34,No,,,,,,,3.0,0.0,0.0,0.0,,,25-09-2020,3.0,3.0,1.0,1,piper-pa-34,piper-pa-34
Accident,CEN14LA036,2013-11-02,"Superior, WI",United States,464123N,0092541W,SUW,Richard I Bong Airport,Non-Fatal,Destroyed,Airplane,N70520,cessna,182l,No,1.0,Reciprocating,091,,Skydiving,Skydive Superior,0.0,1.0,0.0,10.0,VMC,The failure of the pilot who was flying the trail airplane to maintain separation from the lead airplane. Contributing to the accident was the inadequate pilot training for formation skydiving operations.,25-09-2020,11.0,1.0,0.09090909090909091,1,cessna-182l,cessna-182l
Accident,CEN14CA055,2013-11-02,"Loveland, CO",United States,040274N,0105040W,KFNL,Fort Collins Loveland,Non-Fatal,Substantial,Airplane,N6303E,cessna,172n,No,1.0,Reciprocating,091,,Instructional,Low Pressure Aviation,0.0,1.0,0.0,1.0,VMC,"A dragging right brake, which resulted in an un-commanded  right turn, and subsequent ground loop.",25-09-2020,2.0,1.0,0.5,0,cessna-172n,cessna-172n
Accident,CEN14CA037,2013-11-03,"Hayden, CO",United States,402853N,0107134W,HDN,YAMPA VALLEY,Non-Fatal,Substantial,Airplane,N981PA,raytheon aircraft company,a36,No,1.0,Reciprocating,091,,Personal,ANDERSON GREG,0.0,0.0,0.0,5.0,VMC,"The pilot's inadequate compensation for the crosswind, which resulted in a loss of directional control and runway excursion.",25-09-2020,5.0,0.0,0.0,0,raytheon aircraft company-a36,raytheon aircraft company-a36
Accident,WPR14LA042,2013-11-03,"St. Johns, AZ",United States,034300N,1092212W,KSJN,St Johns Industrial Air Park,Non-Fatal,Substantial,Airplane,N3148C,cessna,180,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,"A total loss of engine power while on final approach due to fuel exhaustion, which resulted from the pilots improper preflight fuel planning.
",25-09-2020,1.0,0.0,0.0,0,cessna-180,cessna-180
Accident,WPR14CA043,2013-11-03,"Avalon, CA",United States,332418N,1182457W,AVX,CATALINA,Non-Fatal,Substantial,Airplane,N1550R,grumman,aa 5b,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,2.0,VMC,The pilot's failure to maintain aircraft control while landing with a tailwind.,25-09-2020,3.0,1.0,0.3333333333333333,0,grumman-aa 5b,grumman-aa 5b
Accident,ERA14CA039,2013-11-04,"Fallston, MD",United States,393114N,0762514W,W42,Fallston,Non-Fatal,Substantial,Airplane,N52CW,taylorcraft,bc 65,No,1.0,Reciprocating,091,,Personal,WALKER J C,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during landing resulting in collision with equipment off the side of the runway. Contributing to the accident was the pilot's intentional landing on a closed runway with a tailwind.,25-09-2020,1.0,0.0,0.0,0,taylorcraft-bc 65,taylorcraft-bc 65
Accident,ERA14CA040,2013-11-05,"Blountville, TN",United States,362818N,0822416W,TRI,TRI-CITIES RGNL TN/VA,Non-Fatal,Substantial,Airplane,N1908L,beech,e 55,No,,Reciprocating,091,,Instructional,TUG AVIATION INC,0.0,0.0,0.0,2.0,VMC,The pilot's delayed reaction and loss of directional control while performing a simulated engine failure during the takeoff roll. A factor in the accident was the CFI's delayed reaction to the loss of directional control.,25-09-2020,2.0,0.0,0.0,0,beech-e 55,beech-e 55
Accident,CEN14FA042,2013-11-06,"Kirksville, MO",United States,040845N,0923142W,IRK,Kirksville Regional Airport,Fatal,Destroyed,Airplane,N408DM,piper,pa-32r-301,No,1.0,Reciprocating,091,,Instructional,RFG LLC,2.0,0.0,0.0,0.0,IMC,A loss of control due to spatial disorientation. Contributing to the accident were the private pilot's impairment due to a sedating antihistamine and both pilots' fatigue.,25-09-2020,2.0,2.0,1.0,1,piper-pa-32r-301,piper-pa-32r-301
Accident,WPR14FA044,2013-11-06,"Donnelly, ID",United States,444445N,1154937W,,,Fatal,Destroyed,Airplane,N206KL,cessna,u206f,No,1.0,Reciprocating,135,NSCH,,McCall Aviation Inc.,3.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain clearance from terrain while maneuvering in likely low-ceiling and low-visibility conditions in mountainous terrain.
",25-09-2020,3.0,3.0,1.0,1,cessna-u206f,cessna-u206f
Incident,DCA14WA010,2013-11-07,"Buenas Aires, Argentina",Argentina,343332S,0582459W,,,Non-Fatal,Minor,Airplane,LV-CYO,boeing,737,No,,,,,,,0.0,0.0,0.0,175.0,,,03-11-2020,175.0,0.0,0.0,0,boeing-737,boeing-737
Accident,CEN14CA049,2013-11-07,"Fort Collins, CO",United States,040276N,0105040W,KFNL,Fort Collins-Loveland Municipa,Non-Fatal,Substantial,Airplane,N1006A,mooney,m20r,No,1.0,Reciprocating,091,,Personal,"Cooper Properties, Inc",0.0,0.0,0.0,1.0,VMC,The pilot did not maintain control of the airplane during the go around.,25-09-2020,1.0,0.0,0.0,0,mooney-m20r,mooney-m20r
Accident,WPR14LA050,2013-11-07,"Carefree, AZ",United States,033495N,1115353W,18AZ,SKY RANCH AT CAREFREE,Non-Fatal,Substantial,Airplane,N60TM,piper,pa 46 350p,No,1.0,Unknown,091,,Personal,,0.0,0.0,0.0,2.0,VMC,"The failure of the left brake master cylinder seal, which rendered the left brake inoperative during landing. 
",25-09-2020,2.0,0.0,0.0,0,piper-pa 46 350p,piper-pa 46 350p
Incident,DCA14WA070,2013-11-08,"Seville Airport, Spain",Spain,,,,,,Unknown,Airplane,EI-DPF,boeing,737,No,,,,,,,0.0,0.0,0.0,0.0,,,25-09-2020,0.0,0.0,,0,boeing-737,boeing-737
Accident,WPR14CA047,2013-11-09,"LaGrange, WY",United States,411710N,1042735W,,,Non-Fatal,Substantial,Airplane,N510MA,aviat,a 1b,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,The pilot's decision to land on a rough surface with hidden obstructions (holes).,25-09-2020,1.0,1.0,1.0,0,aviat-a 1b,aviat-a 1b
Accident,CEN14LA050,2013-11-09,"Concordia, KS",United States,393329N,0973911W,CNK,BLOSSER MUNI,Non-Fatal,Substantial,Airplane,N5790W,piper,pa 28-150,No,1.0,Reciprocating,091,,Instructional,LINK GERALD L,0.0,0.0,0.0,2.0,VMC,"The flight instructors improper decision to attempt a climb with an excessive pitch attitude for the tailwind condition and flap setting, which resulted in an approach to stall and subsequent off-field landing. ",25-09-2020,2.0,0.0,0.0,0,piper-pa 28-150,piper-pa 28-150
Accident,ERA14WA041,2013-11-10,"Freeport, Bahamas",Bahamas,,,,,Fatal,Destroyed,Airplane,N432BC,cirrus,sr22,No,1.0,Reciprocating,091,,Personal,FIRST CLASS FLYERS LLC,4.0,0.0,0.0,0.0,VMC,,25-09-2020,4.0,4.0,1.0,1,cirrus-sr22,cirrus-sr22
Accident,ERA14WA063,2013-11-10,"Parati, Brazil, Brazil",Brazil,231650S,0444837W,,,Fatal,Destroyed,Airplane,PR-EAG,piper,pa-34-220t,No,2.0,Reciprocating,,,,Sequoia Participacoes Ltda e outros,3.0,0.0,0.0,0.0,,<br /><br />,03-11-2020,3.0,3.0,1.0,1,piper-pa-34-220t,piper-pa-34-220t
Incident,DCA14WA015,2013-11-10,"Zurich, Eswatini",Eswatini,,,,,Non-Fatal,Unknown,Airplane,TC-TLE,boeing,737-400,No,,,,,,,0.0,0.0,0.0,166.0,,<br /><br />,03-11-2020,166.0,0.0,0.0,0,boeing-737-400,boeing-737-400
Accident,ERA14LA042,2013-11-11,"Homestead, FL",United States,252642N,0805244W,,,Non-Fatal,Substantial,Airplane,N1830T,piper,pa28,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,"A total loss of engine power due to the in-flight separation of the No. 3 cylinder because of the fatigue cracking of its respective mounting studs and through bolts, which resulted from inadequate maintenance by unknown personnel.",25-09-2020,1.0,0.0,0.0,0,piper-pa28,piper-pa28
Accident,WPR14CA048,2013-11-11,"San Ynez, CA",United States,343816N,0119373W,,,Non-Fatal,Substantial,Airplane,N88CR,maule,mx 7-235,No,,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain terrain clearance while maneuvering at low altitude in hilly terrain.,25-09-2020,1.0,0.0,0.0,0,maule-mx 7-235,maule-mx 7-235
Accident,ERA14CA046,2013-11-11,"Clewiston, FL",United States,026447N,0008134W,2IS,AIRGLADES,Non-Fatal,Substantial,Airplane,N9236L,piper,pa 28-161,No,1.0,Reciprocating,091,,Instructional,FLIGHT SAFETY INTERNATIONAL INC,0.0,0.0,0.0,1.0,VMC,The student pilot's failure to maintain directional control during takeoff.,25-09-2020,1.0,0.0,0.0,0,piper-pa 28-161,piper-pa 28-161
Accident,ERA15WA034,2013-11-11,"Charallave, Venezuela",Venezuela,101724N,0664854W,SVCS,Oscar Machado Zuloaga,Non-Fatal,Substantial,Airplane,N54VS,bombardier inc,cl 600 2b16,No,2.0,Turbo Fan,NUSN,,Unknown,,0.0,0.0,0.0,2.0,,,25-09-2020,2.0,0.0,0.0,0,bombardier inc-cl 600 2b16,bombardier inc-cl 600 2b16
Accident,CEN14FA051,2013-11-12,"Junction, TX",United States,302859N,0994749W,,,Fatal,Destroyed,Airplane,N38LH,cessna,t310r,No,2.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,IMC,"The noninstrument-rated private pilot's decision to continue a visual flight rules flight into instrument meteorological conditions, which resulted in the loss of airplane control. Contributing to the accident was the pilots failure to obtain a weather briefing before departure.",25-09-2020,2.0,2.0,1.0,1,cessna-t310r,cessna-t310r
Accident,ANC14CA005,2013-11-12,"Juneau, AK",United States,583445N,1344612W,,,Non-Fatal,Substantial,Airplane,N709SB,cessna,172,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,"The pilot's decision to land on an unsuitable surface, which resulted in a nose over.",25-09-2020,2.0,0.0,0.0,0,cessna-172,cessna-172
Accident,WPR14CA053,2013-11-13,"Livermore, CA",United States,374136N,1214913W,KLVK,Livermore,Non-Fatal,Substantial,Airplane,N821EB,cessna,152,No,1.0,Reciprocating,091,,Instructional,Ahart Aviation Services,0.0,0.0,0.0,1.0,VMC,The student pilot's failure to maintain directional control during the landing roll.,25-09-2020,1.0,0.0,0.0,0,cessna-152,cessna-152
Accident,ERA14LA043,2013-11-15,"Marshfield, MA",United States,042554N,0704020W,GHG,Marshfield Municipal Airport,Non-Fatal,Destroyed,Airplane,N76RD,maule,m-5-180c,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,A partial loss of engine power for reasons that could not be determined in postaccident examinations because fire damage precluded testing of the fuel and several engine accessories.,25-09-2020,1.0,0.0,0.0,1,maule-m-5-180c,maule-m-5-180c
Accident,DCA14WA013,2013-11-15,"Buenos Aires, Argentina",Argentina,,,,,Non-Fatal,Unknown,Airplane,LV-CKZ,embraer,erj190 - undesignat,No,,,,,,,0.0,0.0,0.0,96.0,,<br /><br />,03-11-2020,96.0,0.0,0.0,0,embraer-erj190 - undesignat,embraer-erj190 - undesignat
Accident,CEN14CA061,2013-11-15,"Cypress, TX",United States,030234N,0095402W,T51,DAN JONES INTL,Non-Fatal,Substantial,Airplane,N721DL,aviat,a 1b,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain control during landing which resulted in an impact with the runway surface.,25-09-2020,1.0,0.0,0.0,0,aviat-a 1b,aviat-a 1b
Accident,CEN14LA058,2013-11-16,"San Antonio, TX",United States,291958N,0982745W,SSF,STINSON MUNI,Non-Fatal,Substantial,Airplane,N57DB,piper,pa 28-140,No,1.0,Reciprocating,091,,Personal,David H Barnhart,0.0,0.0,1.0,0.0,VMC,"A partial loss of engine power after departure due to the collapse of the carburetor air inlet duct, which restricted the airflow to the engine. Contributing to the accident was the overdue annual inspection and the installation of the improper air inlet duct. ",25-09-2020,1.0,0.0,0.0,0,piper-pa 28-140,piper-pa 28-140
Accident,ERA14CA106,2013-11-16,"St. Augustine, FL",United States,295733N,0812023W,SGJ,NORTHEAST FLORIDA RGNL,Non-Fatal,Substantial,Airplane,N873EF,cessna,172s,No,1.0,Reciprocating,091,,Instructional,Florida Flyers,0.0,0.0,0.0,1.0,VMC,The student pilots failure to maintain directional control during the landing roll with a crosswind. ,25-09-2020,1.0,0.0,0.0,0,cessna-172s,cessna-172s
Incident,ANC14WA020,2013-11-16,"Akita City, Japan",Japan,,,,,Non-Fatal,Minor,Airplane,JA4000,cessna,tu206 - g,No,,,,,,,0.0,0.0,0.0,2.0,,<br /><br />,03-11-2020,2.0,0.0,0.0,0,cessna-tu206 - g,cessna-tu206 - g
Accident,DCA14RA012,2013-11-17,"Kazan, Russia",Russia,553624N,0491654E,,,Fatal,Destroyed,Airplane,VQ-BBN,boeing,737 - 500,No,,,,,,,50.0,0.0,0.0,0.0,,<br /><br />,03-11-2020,50.0,50.0,1.0,1,boeing-737 - 500,boeing-737 - 500
Accident,WPR14LA056,2013-11-17,"Oceanside, CA",United States,033185N,1172119W,KNFG,MCAS Camp Pendleton,Non-Fatal,Substantial,Airplane,N6186R,cessna,t210 - f,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to determine the actual onboard fuel quantity before beginning the flight, which resulted in a complete loss of engine power due to fuel exhaustion. Contributing to the accident was the pilot's habitual reliance solely on the cockpit fuel flow/totalizer unit to determine fuel quantity rather than measuring the actual amount.  


",25-09-2020,3.0,0.0,0.0,0,cessna-t210 - f,cessna-t210 - f
Accident,CEN14FA057,2013-11-18,"Spring, TX",United States,030334N,0095332W,DWH,David Wayne Hooks Memorial,Fatal,Substantial,Airplane,N555UF,cessna,152,No,1.0,Reciprocating,091,,Instructional,United Flight Systems,2.0,0.0,0.0,0.0,VMC,"The flight instructor's failure to maintain airspeed following a partial loss of engine power for reasons that could not be determined during postaccident examination, which resulted in an aerodynamic stall and subsequent loss of airplane control.",25-09-2020,2.0,2.0,1.0,0,cessna-152,cessna-152
Accident,CEN14CA063,2013-11-18,"Burwell, NE",United States,414656N,0099911W,BUB,CRAM FIELD,Non-Fatal,Substantial,Airplane,N30260,piper,pa 28-181,No,1.0,Unknown,091,,Instructional,Pilot,0.0,0.0,0.0,1.0,VMC,An inadvertent collision with a deer during landing.,25-09-2020,1.0,0.0,0.0,0,piper-pa 28-181,piper-pa 28-181
Accident,CEN14WA062,2013-11-19,"Mouffy, France",France,,,,,Fatal,Destroyed,Airplane,N115KC,socata,tbm 700,No,1.0,Turbo Prop,NUSN,,,FABRY AIR CORP TRUSTEE,6.0,0.0,0.0,0.0,,,25-09-2020,6.0,6.0,1.0,1,socata-tbm 700,socata-tbm 700
Accident,CEN14FA064,2013-11-20,"Cedaredge, CO",United States,385323N,1075514W,,,Fatal,Destroyed,Airplane,N6832B,cessna,t210,No,1.0,Reciprocating,091,,Personal,MONTANA NATIONAL INC,1.0,0.0,0.0,0.0,VMC,"The pilot's spatial disorientation while operating in dark night conditions in snow showers and his subsequent failure to maintain airplane control, which resulted in overstress of the airplane and an in-flight breakup. Contributing to the loss of control was the pilot's diverted attention while coordinating for an instrument flight rules clearance.",25-09-2020,1.0,1.0,1.0,1,cessna-t210,cessna-t210
Incident,DCA14IA016,2013-11-22,"Wichita, KS",United States,374451N,0971316W,AAO,Colonel James Jabara Airport,Non-Fatal,Unknown,Airplane,N780BA,boeing,747 - 409lcf,No,4.0,Turbo Jet,121,NSCH,,"Atlas Air , Inc.",0.0,0.0,0.0,2.0,VMC,the flight crew's failure to properly identify the airport and runway of intended landing. Contributing to the incident was the flight crew's failure to follow company procedures for crosschecking navigational information and visual cues to verify the airport and runway of intended landing.,25-09-2020,2.0,0.0,0.0,0,boeing-747 - 409lcf,boeing-747 - 409lcf
Accident,ANC14LA007,2013-11-22,"Deadhorse, AK",United States,070030N,0147120W,AK78,Badami,Non-Fatal,Substantial,Airplane,N575X,beech,1900c,No,2.0,Turbo Prop,135,NSCH,,"Hageland Aviation Services, Inc",0.0,0.0,0.0,3.0,IMC,"The captains decision to initiate a visual flight rules approach and attempted landing into an area of instrument meteorological conditions, which resulted in the airplane touching down short of the runway. Contributing to the accident was the operators inadequate procedures for operational control and flight release and its inadequate training and oversight of operational control personnel. Also contributing to the accident was the Federal Aviation Administrations failure to hold the operator accountable for correcting known operational deficiencies and ensure compliance with its operational control procedures.
",25-09-2020,3.0,0.0,0.0,0,beech-1900c,beech-1900c
Accident,ANC14CA009,2013-11-23,"Nenana, AK",United States,642814N,1483412W,,,Non-Fatal,Substantial,Airplane,N8310Q,cessna,a185f,No,1.0,Reciprocating,091,,Personal,MAHER MICHAEL P TRUSTEE,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control of the airplane, which resulted in a collision with terrain.",25-09-2020,1.0,0.0,0.0,0,cessna-a185f,cessna-a185f
