Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Onboard,Fatal.Serious.Count,Fatal.Serious.Rate,Aircraft.Damage,Make_Model,Make.Model
Accident,CEN14CA070,2013-11-24,"New Orleans, LA",United States,032233N,0090142W,KNEW,Lakefront,Non-Fatal,Substantial,Airplane,N113SF,cessna,172,No,1.0,Reciprocating,091,,Personal,Gulf Coast Aviation,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to maintain aircraft control after starting the engine, which resulted in a collision with a building.",25-09-2020,3.0,0.0,0.0,0,cessna-172,cessna-172
Accident,ERA14LA071,2013-11-24,"Monroe, NC",United States,003516N,0803713W,EQY,Charlotte-Monroe Executive,Non-Fatal,Substantial,Airplane,N4185L,piper,pa-46-500tp,No,1.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,6.0,VMC,"
The pilots operation of the airplane with underinflated tires, which resulted in the right tires failure during takeoff and a subsequent runway excursion.
",25-09-2020,6.0,0.0,0.0,0,piper-pa-46-500tp,piper-pa-46-500tp
Accident,DCA14WA033,2013-11-24,"Sao Paulo, Brazil",Brazil,224529S,0047326W,,,,Substantial,Airplane,D-ALCE,mcdonnell douglas,md11 - f,No,,,,,,,0.0,0.0,0.0,0.0,,,25-09-2020,0.0,0.0,,0,mcdonnell douglas-md11 - f,mcdonnell douglas-md11 - f
Accident,ERA14LA048,2013-11-25,"Hopewell, AL",United States,332125N,0865652W,,,Non-Fatal,Substantial,Airplane,N16078,cessna,150l,No,1.0,Reciprocating,091,,Personal,CHRISTENSON NEIL L,0.0,0.0,0.0,1.0,VMC,"A total loss of engine power due to fuel exhaustion, which resulted from the pilots inadequate preflight inspection and preflight and inflight fuel planning that did not account for increased headwind.",25-09-2020,1.0,0.0,0.0,0,cessna-150l,cessna-150l
Accident,ERA14FA049,2013-11-25,"Graniteville, SC",United States,333849N,0081528W,S17,Twin Lakes Airport,Fatal,Substantial,Airplane,N4016P,piper,pa-23-160,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,"The pilot's improper maintenance of the airplane's fuel system, which resulted a loss of power in the left engine due to fuel starvation. Also causal was the pilot's failure to maintain minimum controllable airspeed following the loss of engine power, which resulted in a loss of airplane control.",25-09-2020,1.0,1.0,1.0,0,piper-pa-23-160,piper-pa-23-160
Accident,DCA14CA031,2013-11-25,"Philadelphia, PA",United States,040024N,0751016W,KPHL,Philadelphia International Air,Non-Fatal,Substantial,Airplane,N808EX,de havilland,dhc8 - 102,No,2.0,Turbo Prop,121,SCHD,,Piedmont Airlines,0.0,0.0,0.0,40.0,VMC,"
an inadvertent encounter with several birds during approach that resulted in substantial damage to the airplane.",25-09-2020,40.0,0.0,0.0,0,de havilland-dhc8 - 102,de havilland-dhc8 - 102
Accident,DCA14WA017,2013-11-25,"Kamusi, Papua New Guinea",Papua New Guinea,072513S,0143719E,,,,Substantial,Airplane,P2-SAH,cessna,c208b,No,1.0,,,,,,0.0,0.0,0.0,0.0,,,25-09-2020,0.0,0.0,,0,cessna-c208b,cessna-c208b
Accident,CEN14LA076,2013-11-27,"Lake Providence, LA",United States,323659N,0911624W,,,Non-Fatal,Substantial,Airplane,N21ME,cessna,t210l,No,1.0,Reciprocating,091,,Personal,MONTROSE AIR INC,0.0,0.0,0.0,1.0,VMC,The pilot's mismanagement of available fuel and incorrect use of the fuel boost pump which resulted in a total loss of engine power at a low altitude.,25-09-2020,1.0,0.0,0.0,0,cessna-t210l,cessna-t210l
Accident,ERA14LA051,2013-11-28,"Montrose, PA",United States,415030N,0754825W,,,Non-Fatal,Substantial,Airplane,N777BK,cessna,210l,No,1.0,Reciprocating,135,NSCH,,"AIRNET SYSTEMS, INC.",0.0,1.0,0.0,0.0,VMC,"The pilots failure to check the fuel tanks for contaminants after fueling, which resulted in a total loss of engine power due to water contamination.",25-09-2020,1.0,1.0,1.0,0,cessna-210l,cessna-210l
Accident,ERA14LA052,2013-11-28,"Trussville, AL",United States,333750N,0863525W,,,Non-Fatal,Substantial,Airplane,N5655D,beech,v35,No,,Reciprocating,091,,Personal,Kent Ewing,0.0,3.0,0.0,0.0,VMC,"The failure of the No. 2 connecting rod due to oil starvation, which resulted in a total loss of engine power.",25-09-2020,3.0,3.0,1.0,0,beech-v35,beech-v35
Accident,CEN14FA071,2013-11-29,"Delta, CO",United States,384421N,0108413W,KAJZ,Blake Field,Fatal,Destroyed,Airplane,N3087Y,cessna,182e,No,1.0,Reciprocating,091,,Instructional,RAY VEATCH AGENCY INC,1.0,0.0,0.0,0.0,IMC,"The student pilots decision to attempt flight into instrument meteorological conditions, which resulted in a loss of control and ground impact. 
",25-09-2020,1.0,1.0,1.0,1,cessna-182e,cessna-182e
Accident,WPR14LA059,2013-11-29,"Florence, OR",United States,435850N,0124638W,6S2,FLORENCE MUNICIPLE,Non-Fatal,Substantial,Airplane,N6575X,cessna,210,No,1.0,Reciprocating,091,,Personal,Eric Baldwin,0.0,0.0,0.0,2.0,VMC,"The failure of the hydraulic power pack, which prevented the extension of the landing gear and resulted in a partial gear-up landing.",25-09-2020,2.0,0.0,0.0,0,cessna-210,cessna-210
Accident,ANC14MA008,2013-11-30,"Saint Marys, AK",United States,006233N,0163169W,KSM,ST MARY'S,Fatal,Substantial,Airplane,N12373,cessna,208b,No,1.0,Turbo Prop,135,SCHD,,Hageland Aviation,4.0,0.0,6.0,0.0,IMC,"The pilot's decision to initiate a visual flight rules approach into an area of instrument meteorological conditions at night and the flight coordinators' release of the flight without discussing the risks with the pilot, which resulted in the pilot experiencing a loss of situational awareness and subsequent controlled flight into terrain. Contributing to the accident were the operator's inadequate procedures for operational control and flight release and its inadequate training and oversight of operational control personnel. Also contributing to the accident was the Federal Aviation Administration's failure to hold the operator accountable for correcting known operational deficiencies and ensuring compliance with its operational control procedures.",13-09-2021,10.0,4.0,0.4,0,cessna-208b,cessna-208b
Accident,ERA14LA057,2013-11-30,"Elkmont, AL",United States,345534N,0865813W,,,Fatal,Destroyed,Airplane,N8878E,piper,pa-28-161,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,"A stuck exhaust valve, which resulted in a total loss of engine power at low altitude. Contributing to the accident were the pilots decision to fly at a low altitude, which reduced his forced landing options when the loss of engine power occurred; and poor long-term engine maintenance, which resulted in the buildup of combustion by-products on exhaust valve parts. Contributing to the pilots poor aeronautical decision-making was his underlying attention deficit hyperactivity disorder.
",25-09-2020,1.0,1.0,1.0,1,piper-pa-28-161,piper-pa-28-161
Accident,DCA14RA018,2013-11-30,"Rundu, Namibia",Namibia,175530S,0174630E,,,Fatal,Destroyed,Airplane,9C-EMC,embraer,erj190 - undesignat,No,,,,,,,33.0,0.0,0.0,0.0,,<br /><br />,03-11-2020,33.0,33.0,1.0,1,embraer-erj190 - undesignat,embraer-erj190 - undesignat
Accident,ERA14CA065,2013-11-30,"Portland, ME",United States,433844N,0701831W,PWM,Portland International Jetport,Non-Fatal,Substantial,Airplane,N4478U,cessna,150d,No,1.0,Reciprocating,091,,Personal,ANDREWS WILLARD R,0.0,0.0,0.0,1.0,VMC,The failure of the pilot to maintain directional control during landing.,25-09-2020,1.0,0.0,0.0,0,cessna-150d,cessna-150d
Accident,CEN14LA074,2013-12-01,"Rock Lake, ND",United States,483112N,0099712E,,,Non-Fatal,Substantial,Airplane,N6780F,piper,pa 28-181,No,1.0,Reciprocating,091,,Personal,SCHEFLO STEVEN M,0.0,0.0,3.0,0.0,IMC,"The noninstrument-rated pilots failure to obtain weather briefings immediately before and during the flight and his continued flight into icing conditions, which resulted in the airplanes loss of performance and the subsequent controlled descent into trees and terrain.",25-09-2020,3.0,0.0,0.0,0,piper-pa 28-181,piper-pa 28-181
Accident,WPR14FA094,2013-12-01,"Yellow Pine, ID",United States,445447N,0115296W,,,Fatal,Destroyed,Airplane,N36ML,beech,b36tc,No,1.0,Reciprocating,091,,Personal,,5.0,0.0,0.0,0.0,IMC,The pilots continued flight into known light-to-moderate icing conditions over mountainous terrain. Contributing to the accident was the loss of engine power due to induction icing. ,25-09-2020,5.0,5.0,1.0,1,beech-b36tc,beech-b36tc
Accident,WPR14CA092,2013-12-01,"Richland, WA",United States,461823N,1191815W,RLD,RICHLAND,Non-Fatal,Substantial,Airplane,N7592V,cessna,177rg,No,1.0,Reciprocating,091,,Personal,MISENER RICHARD H,0.0,0.0,0.0,1.0,VMC,The pilot's failure to extend the landing gear prior to landing. Contributing to the accident was the pilot's diverted attention and not using a checklist.,25-09-2020,1.0,0.0,0.0,0,cessna-177rg,cessna-177rg
Accident,WPR14CA060,2013-12-02,"Placerville, CA",United States,384327N,1204512W,PVF,PLACERVILLE,Non-Fatal,Substantial,Airplane,N145WP,beech,g35,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The airplane's collision with a deer on the runway during landing.,25-09-2020,1.0,0.0,0.0,0,beech-g35,beech-g35
Accident,CEN14LA075,2013-12-02,"Walton, IN",United States,403756N,0861153W,,,Non-Fatal,Substantial,Airplane,N810QS,cessna,560,No,2.0,Turbo Fan,135,NSCH,,"NetJets Aviation, Inc",0.0,0.0,0.0,3.0,VMC,The inflight separation of the upper and lower right engine cowlings for reasons that could not be determined based on available evidence.,25-09-2020,3.0,0.0,0.0,0,cessna-560,cessna-560
Accident,ERA14FA058,2013-12-03,"Dawsonville, GA",United States,342442N,0084056W,,,Fatal,Destroyed,Airplane,N87NF,piper,pa-46-310p,No,1.0,Turbo Prop,091,,Personal,CULBAIR LLC,1.0,0.0,0.0,0.0,IMC,"The pilots in-flight loss of airplane control due to spatial disorientation while operating in dark night instrument meteorological conditions, which resulted in the exceedance of the airplanes design stress limitations and a subsequent in-flight breakup. Contributing to the accident was the pilots distraction by the reported malfunction of the autopilot system.",25-09-2020,1.0,1.0,1.0,1,piper-pa-46-310p,piper-pa-46-310p
Accident,ERA14CA061,2013-12-03,"Crescent City, FL",United States,292619N,0813435W,28FL,JIM FINLAY FARM,Non-Fatal,Substantial,Airplane,N71DF,aero commander,680e,No,2.0,Reciprocating,091,,Personal,,0.0,4.0,0.0,0.0,VMC,The pilot's failure to maintain directional control during takeoff.,25-09-2020,4.0,4.0,1.0,0,aero commander-680e,aero commander-680e
Accident,ANC14CA010,2013-12-04,"Soldotna, AK",United States,603214N,0150525W,88AK,DUTCH LANDING STRIP,Non-Fatal,Substantial,Airplane,N88342,bellanca,7gcbc,No,,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,"The operation of the airplane by the uncertificated student pilot, his failure to recognize conditions conducive to structural icing, and subsequent decision to depart in conditions conducive to structural icing, resulting in a severe icing encounter and forced landing.",25-09-2020,2.0,2.0,1.0,0,bellanca-7gcbc,bellanca-7gcbc
Accident,DCA14WA020,2013-12-04,"Abuja, Nigeria",Nigeria,009025N,0071547E,,,,Substantial,Airplane,EK-74798,boeing,747,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-747,boeing-747
Accident,DCA14WA019,2013-12-05,"Madrid, Spain",Spain,,,,,Non-Fatal,Substantial,Airplane,N182DN,boeing,767 - 300er,No,,,121,SCHD,,,0.0,0.0,0.0,203.0,,,,203.0,0.0,0.0,0,boeing-767 - 300er,boeing-767 - 300er
Accident,WPR14LA061,2013-12-05,"Fair Oaks, CA",United States,003950N,0121260W,,,Non-Fatal,Substantial,Airplane,N6595P,piper,pa 24-250,No,1.0,Reciprocating,091,,Personal,MCBRIDE MARK R,0.0,1.0,0.0,0.0,VMC,The loss of engine power during cruise flight for reasons that could not be determined because postaccident examinations of the airplane and engine did not reveal any anomalies that would have precluded normal operation. ,25-09-2020,1.0,1.0,1.0,0,piper-pa 24-250,piper-pa 24-250
Accident,CEN14CA078,2013-12-07,"Columbia Station, OH",United States,041198N,0815737W,4G8,Columbia Station,Non-Fatal,Substantial,Airplane,N93756,cessna,152,No,1.0,Reciprocating,091,,Personal,Vern Wyman,0.0,0.0,0.0,2.0,VMC,The pilot's inadequate flight planning and decision to land on the soft grass/turf runway which resulted in a nose over.,25-09-2020,2.0,0.0,0.0,0,cessna-152,cessna-152
Accident,CEN14FA077,2013-12-08,"Los Alamos, NM",United States,355239N,0106169W,KLAM,Los Alamos Airport,Fatal,Destroyed,Airplane,N80MF,aviat,a-1c-200,No,1.0,Reciprocating,091,,Personal,BLACKHAWK LEASING LLC,2.0,0.0,0.0,0.0,VMC,"The pilots loss of airplane control while maneuvering after takeoff in gusty wind conditions.
",25-09-2020,2.0,2.0,1.0,1,aviat-a-1c-200,aviat-a-1c-200
Accident,ERA14FA068,2013-12-08,"Jacksonville, FL",United States,301911N,0813051W,CRG,Jacksonville Executive Airport,Fatal,Destroyed,Airplane,N98BT,cessna,310r,No,2.0,Reciprocating,091,,Personal,MICHAEL HUBER,3.0,0.0,0.0,0.0,IMC,The pilots failure to maintain airplane control during a missed approach in night instrument meteorological conditions due to spatial disorientation and a lack of instrument proficiency. ,25-09-2020,3.0,3.0,1.0,1,cessna-310r,cessna-310r
Accident,WPR14CA064,2013-12-08,"San Carlos, CA",United States,372924N,1221535W,SQL,San Carlos Airport,Non-Fatal,Substantial,Airplane,N6913,piper,pa 16,No,1.0,Reciprocating,091,,Personal,COOPER STEVEN,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during the landing roll.,25-09-2020,2.0,0.0,0.0,0,piper-pa 16,piper-pa 16
Accident,WPR14LA065,2013-12-09,"Chandler, AZ",United States,033199N,1115213W,KCHD,Chandler Municipal,Non-Fatal,Substantial,Airplane,N44HV,aviat,s 2c,No,1.0,Reciprocating,091,,Instructional,"Chandler Air Services, Inc.",0.0,0.0,0.0,2.0,VMC,"The pilots failure to maintain airplane control during landing, which resulted in impact with a runway identifier sign, and the flight instructors delayed remedial action to take the controls and initiate a go-around. ",25-09-2020,2.0,0.0,0.0,0,aviat-s 2c,aviat-s 2c
Accident,WPR14CA067,2013-12-09,"Kalispell, MT",United States,481822N,1141513W,GPI,Glacier Park Intl Airport,Non-Fatal,Substantial,Airplane,N53MT,beech,58p,No,2.0,Reciprocating,091,,Personal,KSZT LLC,0.0,2.0,1.0,2.0,VMC,The pilot's failure to maintain airplane control during the landing sequence.,25-09-2020,5.0,2.0,0.4,0,beech-58p,beech-58p
Accident,CEN14LA081,2013-12-10,"Hammond, LA",United States,303529N,0901713W,,,Non-Fatal,Substantial,Airplane,N1203J,rockwell,112,No,1.0,Reciprocating,091,,Instructional,Sunflower Farm & Ranch LLC,0.0,0.0,0.0,2.0,VMC,"The total loss of engine power due to oil starvation because of a fractured governor oil line, which resulted from the improper installation of the governor oil line assembly during the last oil line replacement.",25-09-2020,2.0,0.0,0.0,0,rockwell-112,rockwell-112
Incident,CEN14IA085,2013-12-11,"Eau Claire, WI",United States,004400N,0009100W,,,Non-Fatal,Minor,Airplane,N60BA,beech,e90,No,2.0,Turbo Prop,135,NSCH,,"Bemidji Aviation Services, Inc.",0.0,0.0,0.0,2.0,VMC,The failure of the copilots windshield inner layer due to a peel chip that developed as a result of mechanical and thermal expansion stresses. ,25-09-2020,2.0,0.0,0.0,0,beech-e90,beech-e90
Accident,CEN14LA086,2013-12-11,"Oscoda, MI",United States,442515N,0831945W,OSC,Oscoda-Wurtsmith Airport,Non-Fatal,Substantial,Airplane,N5386Z,piper,pa-22-108,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,The student pilots loss of control during landing in gusting wind conditions. Contributing to the accident was the pilots decision to land with gusting wind.,25-09-2020,1.0,0.0,0.0,0,piper-pa-22-108,piper-pa-22-108
Accident,WPR14FA068,2013-12-12,"Kalaupapa, HI",United States,021130N,0156590W,LUP,Kalaupapa,Fatal,Destroyed,Airplane,N687MA,cessna,208b,No,1.0,Turbo Prop,135,SCHD,,Makani Kai Air,1.0,5.0,3.0,0.0,VMC,"The loss of engine power due to the fracture of multiple blades on the compressor turbine wheel, which resulted in a ditching. The reason for the blade failures could not be determined due to secondary thermal damage to the blades.",25-09-2020,9.0,6.0,0.6666666666666666,1,cessna-208b,cessna-208b
Accident,CEN14FA084,2013-12-12,"Collbran, CO",United States,391344N,1074037W,,,Fatal,Substantial,Airplane,N8037P,piper,pa 24-250,No,1.0,Reciprocating,091,,Business,,3.0,0.0,0.0,0.0,VMC,"The pilots failure to maintain adequate airspeed while maneuvering at a low altitude, which resulted in an aerodynamic stall/spin and subsequent impact with terrain. ",25-09-2020,3.0,3.0,1.0,0,piper-pa 24-250,piper-pa 24-250
Accident,CEN14CA088,2013-12-13,"Bowling Green, OH",United States,412327N,0834738W,1G0,Wood County Airport,Non-Fatal,Substantial,Airplane,N66CS,piper,pa 28r-200,No,1.0,Reciprocating,091,,Instructional,EAGLE AIR FLYING CLUB INC,0.0,0.0,0.0,1.0,VMC,A bird strike during takeoff.,25-09-2020,1.0,0.0,0.0,0,piper-pa 28r-200,piper-pa 28r-200
Accident,ERA14CA081,2013-12-13,"Farmingdale, NJ",United States,040117N,0074717E,BLM,MONMOUTH EXECUTIVE,Non-Fatal,Substantial,Airplane,N2854E,cessna,172n,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper landing flare, which resulted in a hard landing.",25-09-2020,1.0,0.0,0.0,0,cessna-172n,cessna-172n
Accident,WPR14CA069,2013-12-14,"Henderson, NV",United States,355850N,0115639W,KVGT,North Las Vegas,Non-Fatal,Substantial,Airplane,N7015F,cessna,150f,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,"The flight crew's improper in-flight fuel planning lead to fuel exhaustion, which resulted in a complete loss of engine power.",25-09-2020,2.0,2.0,1.0,0,cessna-150f,cessna-150f
Accident,WPR14CA070,2013-12-15,"San Jose, CA",United States,037204N,1214913W,RHV,REID-HILLVIEW OF SANTA CLARA C,Non-Fatal,Substantial,Airplane,N53893,bellanca,7eca,No,1.0,Reciprocating,091,,Instructional,AMELIA REID AVIATION LLC,0.0,0.0,0.0,2.0,VMC,"
The flight instructor's failure to correct for the student pilot's loss of aircraft control in a timely manner during takeoff. Contributing to the accident was the instructor's inability to see the taxiway sign from the rear seat.",25-09-2020,2.0,0.0,0.0,0,bellanca-7eca,bellanca-7eca
Accident,ANC14LA011,2013-12-15,"Bethel, AK",United States,604656N,0161510W,BET,BETHEL,Non-Fatal,Substantial,Airplane,N20109,cessna,172m,No,1.0,Reciprocating,135,NSCH,,Flight Alaska Inc.,0.0,0.0,0.0,1.0,VMC,"The pilots decision to abort the takeoff with insufficient runway remaining, which resulted in a runway excursion.",25-09-2020,1.0,0.0,0.0,0,cessna-172m,cessna-172m
Accident,ERA14LA072,2013-12-17,"Burlington, NC",United States,036256N,0792827W,BUY,Burlington-Alamance Regional,Non-Fatal,Substantial,Airplane,N963CP,cessna,182t,No,1.0,Reciprocating,091,,Personal,CIVIL AIR PATROL,0.0,0.0,0.0,2.0,VMC,A loss of airplane control during takeoff for reasons that could not be determined due to the postaccident condition of the elevator control system.,25-09-2020,2.0,0.0,0.0,0,cessna-182t,cessna-182t
Accident,CEN14LA089,2013-12-17,"Hondo, TX",United States,292133N,0991039W,HDO,South Texas Regional,Non-Fatal,Substantial,Airplane,N83CN,cessna,305c (0 1e),No,1.0,Reciprocating,091,,Instructional,,0.0,1.0,0.0,1.0,VMC,The pilot's loss of directional control during an attempted go-around for reasons that could not be determined based on the available evidence. Contributing to the accident was the flight instructors and pilots decision to continue flight after experiencing repeated problems upon landing.,25-09-2020,2.0,1.0,0.5,0,cessna-305c (0 1e),cessna-305c (0 1e)
